fuzzy_criticality_model,naive_bayes_Condition_Score,naive_bayes_condition_model_nb_pred,fuzzy_Criticality_SCR,FID,fuzzy_condition_model,fuzzy_Condition_Score
270,132.0,,270,4056,160,160
270,88.0,,270,4055,120,120
270,132.0,,270,2694,160,160
270,88.0,,270,4053,120,120
270,88.0,,270,4052,120,120
210,264.0,,210,4051,280,280
210,88.0,,210,4050,120,120
210,88.0,,210,2324,120,120
240,176.0,,240,2908,200,200
270,88.0,,270,4059,120,120
270,132.0,,270,2692,160,160
210,88.0,,210,630,120,120
30,132.0,,30,3843,160,160
30,132.0,,30,3407,160,160
30,88.0,,30,2461,120,120
270,88.0,,270,3610,120,120
270,88.0,,270,3611,120,120
30,176.0,,30,2299,200,200
30,88.0,,30,2298,120,120
210,220.0,,210,2969,240,240
180,176.0,,180,3615,200,200
270,88.0,,270,3616,120,120
270,308.0,,270,3617,320,320
30,88.0,,30,2293,120,120
30,88.0,,30,2292,120,120
30,88.0,,30,2291,120,120
30,88.0,,30,2290,120,120
30,176.0,,30,2297,200,200
30,88.0,,30,2296,120,120
210,88.0,,210,631,120,120
30,88.0,,30,2294,120,120
180,176.0,,180,3842,200,200
120,132.0,,120,3406,160,160
210,132.0,,210,2569,160,160
210,220.0,,210,2568,240,240
120,132.0,,120,2561,160,160
210,132.0,,210,2560,160,160
30,132.0,,30,2563,160,160
120,132.0,,120,2562,160,160
120,132.0,,120,2565,160,160
30,220.0,,30,2564,240,240
120,132.0,,120,2567,160,160
120,132.0,,120,2566,160,160
210,176.0,,210,1521,200,200
210,220.0,,210,2369,240,240
210,132.0,,210,2368,160,160
210,88.0,,210,2367,120,120
210,88.0,,210,2366,120,120
210,132.0,,210,2365,160,160
120,88.0,,120,2364,120,120
120,88.0,,120,2363,120,120
30,132.0,,30,2362,160,160
30,176.0,,30,2361,200,200
210,220.0,,210,2360,240,240
30,220.0,,30,2587,240,240
30,176.0,,30,2586,200,200
30,264.0,,30,2585,280,280
30,220.0,,30,2584,240,240
210,176.0,,210,2583,200,200
210,176.0,,210,2582,200,200
30,220.0,,30,2581,240,240
120,220.0,,120,2580,240,240
180,308.0,,180,4080,320,320
210,88.0,,210,2589,120,120
30,220.0,,30,2588,240,240
270,220.0,,270,1861,240,240
270,176.0,,270,1860,200,200
270,132.0,,270,1863,160,160
270,264.0,,270,1862,280,280
270,176.0,,270,1865,200,200
270,264.0,,270,1864,280,280
270,176.0,,270,1867,200,200
270,220.0,,270,1866,240,240
270,220.0,,270,1869,240,240
270,132.0,,270,1868,160,160
180,308.0,,180,3726,320,320
180,264.0,,180,3727,280,280
270,132.0,,270,3720,160,160
180,176.0,,180,3721,200,200
30,264.0,,30,3207,280,280
180,220.0,,180,3723,240,240
180,396.0,,180,964,400,400
180,264.0,,180,965,280,280
180,396.0,,180,966,400,400
30,132.0,,30,967,160,160
210,264.0,,210,960,280,280
210,88.0,,210,961,120,120
0,220.0,,0,962,240,240
180,220.0,,180,963,240,240
210,220.0,,210,968,240,240
180,352.0,,180,969,360,360
120,132.0,,120,2109,160,160
30,220.0,,30,2108,240,240
30,88.0,,30,2103,120,120
30,88.0,,30,2102,120,120
30,88.0,,30,2101,120,120
120,352.0,,120,2100,360,360
30,176.0,,30,2107,200,200
30,220.0,,30,2106,240,240
30,88.0,,30,2105,120,120
30,176.0,,30,2104,200,200
180,132.0,,180,2639,160,160
240,132.0,,240,2638,160,160
180,132.0,,180,2635,160,160
180,220.0,,180,2634,240,240
240,176.0,,240,2637,200,200
240,132.0,,240,2636,160,160
180,132.0,,180,2631,160,160
180,176.0,,180,2630,200,200
180,308.0,,180,2633,320,320
180,132.0,,180,2632,160,160
210,88.0,,210,3527,120,120
210,220.0,,210,1560,240,240
30,396.0,,30,3438,400,400
210,132.0,,210,1241,160,160
120,264.0,,120,878,280,280
210,176.0,,210,1240,200,200
270,176.0,,270,876,200,200
120,396.0,,120,877,400,400
270,88.0,,270,874,120,120
270,176.0,,270,875,200,200
270,132.0,,270,872,160,160
210,308.0,,210,1243,320,320
270,132.0,,270,870,160,160
270,176.0,,270,871,200,200
30,220.0,,30,2037,240,240
30,264.0,,30,2036,280,280
120,176.0,,120,2035,200,200
210,132.0,,210,1242,160,160
30,220.0,,30,2033,240,240
30,396.0,,30,2032,400,400
210,220.0,,210,2031,240,240
210,264.0,,210,2030,280,280
210,176.0,,210,9,200,200
210,132.0,,210,1245,160,160
120,176.0,,120,3483,200,200
30,220.0,,30,2039,240,240
210,176.0,,210,1244,200,200
270,176.0,,270,890,200,200
270,176.0,,270,891,200,200
270,176.0,,270,892,200,200
270,220.0,,270,893,240,240
270,176.0,,270,894,200,200
210,176.0,,210,1247,200,200
270,132.0,,270,896,160,160
270,132.0,,270,897,160,160
270,132.0,,270,898,160,160
270,176.0,,270,899,200,200
210,88.0,,210,646,120,120
270,308.0,,270,3651,320,320
120,88.0,,120,3484,120,120
210,132.0,,210,1249,160,160
210,132.0,,210,648,160,160
30,88.0,,30,3236,120,120
120,88.0,,120,3237,120,120
30,264.0,,30,3544,280,280
30,264.0,,30,3545,280,280
210,176.0,,210,3546,200,200
210,132.0,,210,3099,160,160
30,88.0,,30,3540,120,120
30,176.0,,30,3234,200,200
30,88.0,,30,3542,120,120
30,220.0,,30,3011,240,240
30,132.0,,30,3235,160,160
30,132.0,,30,3548,160,160
30,132.0,,30,1537,160,160
210,176.0,,210,1964,200,200
180,220.0,,180,1965,240,240
180,220.0,,180,1966,240,240
270,88.0,,270,1788,120,120
270,88.0,,270,1789,120,120
180,88.0,,180,768,120,120
270,176.0,,270,769,200,200
180,264.0,,180,2961,280,280
240,176.0,,240,2960,200,200
180,264.0,,180,2963,280,280
240,264.0,,240,2962,280,280
180,176.0,,180,762,200,200
180,132.0,,180,763,160,160
180,132.0,,180,760,160,160
180,176.0,,180,761,200,200
180,264.0,,180,766,280,280
180,308.0,,180,767,320,320
180,132.0,,180,764,160,160
150,264.0,,150,765,280,280
120,264.0,,120,3049,280,280
120,176.0,,120,3048,200,200
180,308.0,,180,1962,320,320
30,220.0,,30,3041,240,240
30,352.0,,30,3040,360,360
120,220.0,,120,3043,240,240
210,264.0,,210,1963,280,280
120,176.0,,120,3045,200,200
120,176.0,,120,3044,200,200
30,264.0,,30,3047,280,280
30,220.0,,30,3046,240,240
210,176.0,,210,1078,200,200
210,176.0,,210,1079,200,200
210,264.0,,210,1076,280,280
210,176.0,,210,1077,200,200
210,264.0,,210,1074,280,280
210,352.0,,210,1075,360,360
210,264.0,,210,1072,280,280
210,440.0,,210,1073,440,440
210,220.0,,210,1070,240,240
210,220.0,,210,1071,240,240
210,352.0,,210,1678,360,360
210,220.0,,210,1561,240,240
120,352.0,,120,3030,360,360
210,132.0,,210,1674,160,160
210,176.0,,210,1675,200,200
210,132.0,,210,1676,160,160
210,132.0,,210,1677,160,160
210,352.0,,210,1670,360,360
210,220.0,,210,1671,240,240
210,132.0,,210,1672,160,160
210,132.0,,210,1673,160,160
210,264.0,,210,1094,280,280
210,220.0,,210,1095,240,240
210,220.0,,210,1096,240,240
210,352.0,,210,1097,360,360
210,176.0,,210,1090,200,200
210,176.0,,210,1091,200,200
210,308.0,,210,1092,320,320
210,264.0,,210,1093,280,280
120,88.0,,120,674,120,120
120,88.0,,120,675,120,120
30,132.0,,30,676,160,160
30,88.0,,30,677,120,120
210,220.0,,210,1098,240,240
210,220.0,,210,1099,240,240
210,88.0,,210,672,120,120
210,176.0,,210,673,200,200
30,132.0,,30,3135,160,160
30,132.0,,30,3134,160,160
90,220.0,,90,3137,240,240
30,132.0,,30,3136,160,160
30,132.0,,30,3131,160,160
30,176.0,,30,3130,200,200
30,176.0,,30,3133,200,200
30,132.0,,30,3132,160,160
180,220.0,,180,3139,240,240
30,132.0,,30,3138,160,160
30,176.0,,30,3015,200,200
210,176.0,,210,1997,200,200
210,132.0,,210,1533,160,160
120,176.0,,120,1418,200,200
210,220.0,,210,1419,240,240
120,132.0,,120,2490,160,160
210,220.0,,210,1410,240,240
210,176.0,,210,1411,200,200
210,176.0,,210,1412,200,200
210,176.0,,210,1413,200,200
210,220.0,,210,1414,240,240
210,176.0,,210,1415,200,200
210,176.0,,210,1416,200,200
210,220.0,,210,1417,240,240
210,132.0,,210,1322,160,160
210,308.0,,210,1323,320,320
210,220.0,,210,1320,240,240
210,220.0,,210,1321,240,240
120,176.0,,120,1326,200,200
210,176.0,,210,1327,200,200
210,88.0,,210,1324,120,120
120,220.0,,120,1325,240,240
120,220.0,,120,1328,240,240
210,132.0,,210,1329,160,160
30,176.0,,30,2494,200,200
30,176.0,,30,5,200,200
30,88.0,,30,1531,120,120
240,264.0,,240,2874,280,280
270,88.0,,270,3618,120,120
210,352.0,,210,1256,360,360
210,88.0,,210,1257,120,120
210,132.0,,210,1254,160,160
210,176.0,,210,1255,200,200
210,88.0,,210,1252,120,120
210,220.0,,210,1253,240,240
210,264.0,,210,1250,280,280
210,88.0,,210,1251,120,120
30,176.0,,30,1528,200,200
30,176.0,,30,1529,200,200
210,176.0,,210,1258,200,200
210,220.0,,210,1259,240,240
30,88.0,,30,308,120,120
30,88.0,,30,309,120,120
30,352.0,,30,3959,360,360
30,352.0,,30,3958,360,360
90,88.0,,90,300,120,120
90,88.0,,90,301,120,120
90,88.0,,90,302,120,120
90,88.0,,90,303,120,120
90,88.0,,90,304,120,120
210,176.0,,210,305,200,200
30,88.0,,30,306,120,120
30,132.0,,30,307,160,160
240,352.0,,240,1792,360,360
30,176.0,,30,2254,200,200
240,176.0,,240,2858,200,200
120,132.0,,120,2575,160,160
30,308.0,,30,2978,320,320
30,220.0,,30,2979,240,240
30,176.0,,30,3340,200,200
30,176.0,,30,3058,200,200
30,308.0,,30,3059,320,320
210,132.0,,210,2475,160,160
120,176.0,,120,3415,200,200
30,220.0,,30,3056,240,240
210,176.0,,210,2474,200,200
30,220.0,,30,3057,240,240
120,176.0,,120,3054,200,200
30,220.0,,30,3700,240,240
120,220.0,,120,3204,240,240
270,176.0,,270,4063,200,200
270,88.0,,270,4060,120,120
30,264.0,,30,3055,280,280
120,264.0,,120,3528,280,280
180,220.0,,180,4067,240,240
180,220.0,,180,4064,240,240
180,308.0,,180,4065,320,320
30,264.0,,30,3052,280,280
180,264.0,,180,4068,280,280
180,220.0,,180,4069,240,240
120,132.0,,120,3412,160,160
30,264.0,,30,3053,280,280
180,88.0,,180,2974,120,120
30,220.0,,30,2975,240,240
180,132.0,,180,3603,160,160
180,176.0,,180,3602,200,200
180,176.0,,180,3601,200,200
270,88.0,,270,3600,120,120
180,88.0,,180,3607,120,120
180,176.0,,180,3606,200,200
270,88.0,,270,3605,120,120
270,88.0,,270,3604,120,120
270,88.0,,270,3609,120,120
180,88.0,,180,3608,120,120
120,132.0,,120,3413,160,160
120,132.0,,120,2479,160,160
120,176.0,,120,2478,200,200
210,308.0,,210,470,320,320
240,176.0,,240,2950,200,200
0,264.0,,0,2990,280,280
210,88.0,,210,2358,120,120
210,132.0,,210,2359,160,160
210,88.0,,210,2352,120,120
210,88.0,,210,2353,120,120
30,44.0,,30,2350,80,80
210,176.0,,210,2351,200,200
210,88.0,,210,2356,120,120
210,88.0,,210,2357,120,120
210,88.0,,210,2354,120,120
210,132.0,,210,471,160,160
0,264.0,,0,2991,280,280
30,176.0,,30,3398,200,200
270,88.0,,270,1898,120,120
270,132.0,,270,1899,160,160
180,220.0,,180,3739,240,240
180,220.0,,180,3738,240,240
270,132.0,,270,1894,160,160
270,132.0,,270,1895,160,160
270,88.0,,270,1896,120,120
210,88.0,,210,1443,120,120
270,264.0,,270,1890,280,280
30,176.0,,30,476,200,200
210,132.0,,210,1892,160,160
270,132.0,,270,1893,160,160
180,440.0,,180,959,440,440
210,264.0,,210,958,280,280
120,132.0,,120,2134,160,160
120,132.0,,120,2135,160,160
30,176.0,,30,2132,200,200
120,132.0,,120,2133,160,160
120,132.0,,120,2130,160,160
120,220.0,,120,2131,240,240
210,220.0,,210,951,240,240
210,264.0,,210,950,280,280
270,132.0,,270,953,160,160
180,132.0,,180,952,160,160
270,88.0,,270,955,120,120
270,396.0,,270,954,400,400
0,264.0,,0,957,280,280
30,308.0,,30,956,320,320
210,132.0,,210,1442,160,160
30,352.0,,30,3971,360,360
30,132.0,,30,477,160,160
180,132.0,,180,2648,160,160
180,132.0,,180,2649,160,160
180,396.0,,180,2640,400,400
180,176.0,,180,2641,200,200
270,220.0,,270,2642,240,240
270,220.0,,270,2643,240,240
180,176.0,,180,2644,200,200
270,176.0,,270,2645,200,200
270,176.0,,270,2646,200,200
180,220.0,,180,2647,240,240
120,176.0,,120,3429,200,200
120,132.0,,120,3428,160,160
30,88.0,,30,3423,120,120
30,88.0,,30,3422,120,120
30,132.0,,30,3421,160,160
120,132.0,,120,3420,160,160
30,264.0,,30,3427,280,280
120,176.0,,120,3426,200,200
120,220.0,,120,3425,240,240
30,220.0,,30,3424,240,240
210,176.0,,210,2002,200,200
210,132.0,,210,2003,160,160
60,352.0,,60,2000,360,360
210,220.0,,210,2001,240,240
30,264.0,,30,2006,280,280
210,88.0,,210,1440,120,120
120,308.0,,120,2004,320,320
120,264.0,,120,2005,280,280
30,264.0,,30,3901,280,280
30,220.0,,30,3033,240,240
30,220.0,,30,2008,240,240
30,308.0,,30,2009,320,320
120,176.0,,120,2034,200,200
270,88.0,,270,1790,120,120
30,220.0,,30,3331,240,240
180,308.0,,180,2852,320,320
30,176.0,,30,3026,200,200
180,176.0,,180,3557,200,200
30,132.0,,30,3197,160,160
180,88.0,,180,3555,120,120
180,88.0,,180,3554,120,120
180,176.0,,180,3553,200,200
180,176.0,,180,3552,200,200
180,176.0,,180,3551,200,200
210,88.0,,210,3550,120,120
180,220.0,,180,3559,240,240
180,176.0,,180,3558,200,200
210,88.0,,210,1263,120,120
210,88.0,,210,666,120,120
210,220.0,,210,2176,240,240
210,132.0,,210,1261,160,160
30,132.0,,30,2177,160,160
240,264.0,,240,2910,280,280
240,176.0,,240,2911,200,200
270,264.0,,270,1799,280,280
210,264.0,,210,1260,280,280
180,352.0,,180,2914,360,360
180,264.0,,180,2915,280,280
30,132.0,,30,719,160,160
210,176.0,,210,718,200,200
210,176.0,,210,717,200,200
30,220.0,,30,716,240,240
210,264.0,,210,715,280,280
210,308.0,,210,714,320,320
210,132.0,,210,713,160,160
210,176.0,,210,712,200,200
210,176.0,,210,711,200,200
210,176.0,,210,710,200,200
210,176.0,,210,661,200,200
210,176.0,,210,660,200,200
30,132.0,,30,2178,160,160
180,220.0,,180,4078,240,240
210,352.0,,210,1069,360,360
210,308.0,,210,1068,320,320
30,132.0,,30,2179,160,160
210,264.0,,210,1061,280,280
210,264.0,,210,1060,280,280
210,220.0,,210,1063,240,240
210,396.0,,210,1062,400,400
210,308.0,,210,1065,320,320
210,220.0,,210,1064,240,240
210,220.0,,210,1067,240,240
210,308.0,,210,1066,320,320
30,352.0,,30,3023,360,360
210,352.0,,210,1669,360,360
210,132.0,,210,1668,160,160
210,132.0,,210,1667,160,160
210,264.0,,210,1666,280,280
210,176.0,,210,1665,200,200
210,176.0,,210,1664,200,200
210,176.0,,210,1663,200,200
210,132.0,,210,1662,160,160
210,220.0,,210,1661,240,240
210,220.0,,210,1660,240,240
210,308.0,,210,591,320,320
210,132.0,,210,590,160,160
210,264.0,,210,593,280,280
210,264.0,,210,592,280,280
210,132.0,,210,595,160,160
210,132.0,,210,594,160,160
210,132.0,,210,597,160,160
210,132.0,,210,596,160,160
210,308.0,,210,599,320,320
210,132.0,,210,598,160,160
210,352.0,,210,1089,360,360
210,264.0,,210,1088,280,280
120,220.0,,120,3140,240,240
30,396.0,,30,3022,400,400
30,132.0,,30,3142,160,160
120,308.0,,120,3143,320,320
30,264.0,,30,2828,280,280
30,264.0,,30,2829,280,280
120,264.0,,120,3146,280,280
120,132.0,,120,3147,160,160
270,176.0,,270,2824,200,200
270,88.0,,270,2825,120,120
270,88.0,,270,2826,120,120
30,352.0,,30,2827,360,360
270,132.0,,270,2820,160,160
270,264.0,,270,2821,280,280
30,176.0,,30,2822,200,200
270,264.0,,270,2823,280,280
30,88.0,,30,3386,120,120
30,132.0,,30,3387,160,160
120,88.0,,120,3384,120,120
30,88.0,,30,3385,120,120
120,88.0,,120,3382,120,120
120,88.0,,120,3383,120,120
30,264.0,,30,3380,280,280
30,132.0,,30,3381,160,160
30,176.0,,30,3388,200,200
30,88.0,,30,3389,120,120
210,88.0,,210,1409,120,120
210,88.0,,210,1408,120,120
210,176.0,,210,1403,200,200
210,220.0,,210,1402,240,240
210,132.0,,210,1401,160,160
210,308.0,,210,1400,320,320
210,176.0,,210,1407,200,200
210,132.0,,210,1406,160,160
210,176.0,,210,1405,200,200
210,88.0,,210,1404,120,120
210,88.0,,210,1546,120,120
90,176.0,,90,449,200,200
30,88.0,,30,448,120,120
210,132.0,,210,1339,160,160
210,176.0,,210,1338,200,200
210,88.0,,210,1547,120,120
210,176.0,,210,443,200,200
210,88.0,,210,442,120,120
210,176.0,,210,441,200,200
210,176.0,,210,440,200,200
30,88.0,,30,447,120,120
120,176.0,,120,446,200,200
120,220.0,,120,445,240,240
210,176.0,,210,444,200,200
210,264.0,,210,1520,280,280
210,264.0,,210,1542,280,280
210,88.0,,210,1543,120,120
30,88.0,,30,3261,120,120
210,352.0,,210,39,360,360
210,220.0,,210,38,240,240
30,132.0,,30,1540,160,160
30,88.0,,30,3260,120,120
180,264.0,,180,33,280,280
180,220.0,,180,32,240,240
180,264.0,,180,31,280,280
180,220.0,,180,30,240,240
210,308.0,,210,37,320,320
210,220.0,,210,36,240,240
210,308.0,,210,35,320,320
180,220.0,,180,34,240,240
30,176.0,,30,641,200,200
210,88.0,,210,640,120,120
210,88.0,,210,643,120,120
210,88.0,,210,642,120,120
210,88.0,,210,645,120,120
210,88.0,,210,644,120,120
210,88.0,,210,647,120,120
210,132.0,,210,1246,160,160
210,132.0,,210,649,160,160
210,88.0,,210,1248,120,120
30,264.0,,30,3098,280,280
210,176.0,,210,2496,200,200
30,132.0,,30,1539,160,160
30,132.0,,30,1538,160,160
30,176.0,,30,339,200,200
30,220.0,,30,338,240,240
30,176.0,,30,335,200,200
30,88.0,,30,334,120,120
30,88.0,,30,337,120,120
30,132.0,,30,336,160,160
30,88.0,,30,331,120,120
30,88.0,,30,330,120,120
30,132.0,,30,333,160,160
30,132.0,,30,332,160,160
180,220.0,,180,4101,240,240
180,264.0,,180,4100,280,280
180,352.0,,180,4103,360,360
180,264.0,,180,4102,280,280
210,176.0,,210,1026,200,200
30,88.0,,30,3377,120,120
30,220.0,,30,3898,240,240
30,264.0,,30,3899,280,280
120,220.0,,120,3892,240,240
120,220.0,,120,3893,240,240
30,352.0,,30,3890,360,360
30,220.0,,30,3891,240,240
120,220.0,,120,3896,240,240
30,264.0,,30,3897,280,280
0,88.0,,0,3894,120,120
210,176.0,,210,2118,200,200
120,132.0,,120,3467,160,160
30,176.0,,30,3466,200,200
120,396.0,,120,3195,400,400
120,132.0,,120,3464,160,160
210,308.0,,210,8,320,320
120,220.0,,120,3463,240,240
210,220.0,,210,2119,240,240
30,176.0,,30,3462,200,200
180,308.0,,180,4079,320,320
120,132.0,,120,3461,160,160
180,220.0,,180,4075,240,240
180,396.0,,180,4074,400,400
180,220.0,,180,4077,240,240
120,176.0,,120,3460,200,200
180,220.0,,180,4071,240,240
30,88.0,,30,3375,120,120
210,176.0,,210,4073,200,200
210,44.0,,210,4072,80,80
30,352.0,,30,3966,360,360
30,220.0,,30,3967,240,240
30,308.0,,30,3964,320,320
30,220.0,,30,3965,240,240
30,396.0,,30,3962,400,400
30,396.0,,30,3963,400,400
30,308.0,,30,3960,320,320
30,220.0,,30,3704,240,240
30,132.0,,30,3200,160,160
210,220.0,,210,1462,240,240
30,396.0,,30,3968,400,400
30,440.0,,30,3969,480,480
180,352.0,,180,2854,360,360
120,132.0,,120,3435,160,160
270,132.0,,270,3638,160,160
270,132.0,,270,3639,160,160
270,88.0,,270,3636,120,120
270,88.0,,270,3637,120,120
180,308.0,,180,3634,320,320
180,264.0,,180,3635,280,280
180,88.0,,180,3632,120,120
180,220.0,,180,3633,240,240
180,176.0,,180,3630,200,200
180,88.0,,180,3631,120,120
30,220.0,,30,3469,240,240
30,308.0,,30,3468,320,320
180,220.0,,180,1991,240,240
120,176.0,,120,2345,200,200
120,176.0,,120,2344,200,200
30,264.0,,30,2347,280,280
120,88.0,,120,2346,120,120
210,176.0,,210,2341,200,200
210,88.0,,210,2340,120,120
210,88.0,,210,2343,120,120
210,176.0,,210,2342,200,200
30,220.0,,30,2349,240,240
30,132.0,,30,2348,160,160
120,88.0,,120,3253,120,120
270,132.0,,270,3708,160,160
270,176.0,,270,3709,200,200
210,88.0,,210,1889,120,120
270,176.0,,270,1888,200,200
270,220.0,,270,1887,240,240
270,176.0,,270,1886,200,200
270,176.0,,270,1885,200,200
270,132.0,,270,1884,160,160
270,220.0,,270,1883,240,240
270,264.0,,270,1882,280,280
270,176.0,,270,1881,200,200
270,352.0,,270,1880,360,360
120,264.0,,120,2121,280,280
210,220.0,,210,2120,240,240
120,88.0,,120,2123,120,120
120,88.0,,120,2122,120,120
30,176.0,,30,2125,200,200
30,176.0,,30,2124,200,200
270,132.0,,270,948,160,160
270,308.0,,270,949,320,320
180,132.0,,180,946,160,160
270,176.0,,270,947,200,200
180,176.0,,180,944,200,200
180,220.0,,180,945,240,240
120,132.0,,120,942,160,160
30,220.0,,30,943,240,240
270,220.0,,270,940,240,240
120,88.0,,120,941,120,120
120,220.0,,120,3038,240,240
210,88.0,,210,2410,120,120
180,308.0,,180,2659,320,320
180,132.0,,180,2658,160,160
180,176.0,,180,2653,200,200
180,264.0,,180,2652,280,280
180,220.0,,180,2651,240,240
180,132.0,,180,2650,160,160
180,132.0,,180,2657,160,160
180,176.0,,180,2656,200,200
180,264.0,,180,2655,280,280
180,176.0,,180,2654,200,200
120,132.0,,120,133,160,160
210,264.0,,210,132,280,280
210,132.0,,210,131,160,160
210,220.0,,210,130,240,240
30,132.0,,30,137,160,160
120,132.0,,120,136,160,160
120,132.0,,120,135,160,160
120,132.0,,120,134,160,160
30,220.0,,30,139,240,240
30,132.0,,30,138,160,160
120,220.0,,120,3418,240,240
120,220.0,,120,3419,240,240
120,88.0,,120,3518,120,120
120,176.0,,120,2019,200,200
210,176.0,,210,2018,200,200
30,264.0,,30,2015,280,280
30,264.0,,30,2014,280,280
30,176.0,,30,2017,200,200
30,264.0,,30,2016,280,280
120,308.0,,120,2011,320,320
120,352.0,,120,2010,360,360
30,264.0,,30,2013,280,280
30,220.0,,30,2012,240,240
120,88.0,,120,3277,120,120
270,352.0,,270,1793,360,360
180,132.0,,180,3562,160,160
180,220.0,,180,3563,240,240
180,132.0,,180,3560,160,160
180,132.0,,180,3561,160,160
180,132.0,,180,3566,160,160
180,132.0,,180,3567,160,160
180,220.0,,180,3564,240,240
180,176.0,,180,3565,200,200
30,264.0,,30,3034,280,280
180,132.0,,180,3568,160,160
120,308.0,,120,2112,320,320
30,176.0,,30,3000,200,200
180,220.0,,180,2903,240,240
180,220.0,,180,2902,240,240
180,220.0,,180,2901,240,240
180,308.0,,180,2900,320,320
210,220.0,,210,708,240,240
210,264.0,,210,709,280,280
180,396.0,,180,2905,400,400
180,264.0,,180,2904,280,280
30,88.0,,30,704,120,120
30,88.0,,30,705,120,120
210,88.0,,210,706,120,120
210,88.0,,210,707,120,120
30,132.0,,30,700,160,160
120,88.0,,120,701,120,120
30,176.0,,30,702,200,200
30,176.0,,30,703,200,200
120,352.0,,120,3037,360,360
30,88.0,,30,88,120,120
30,88.0,,30,89,120,120
0,264.0,,0,3926,280,280
90,88.0,,90,82,120,120
30,88.0,,30,83,120,120
30,264.0,,30,80,280,280
30,220.0,,30,81,240,240
30,88.0,,30,86,120,120
30,88.0,,30,87,120,120
30,132.0,,30,84,160,160
30,88.0,,30,85,120,120
30,264.0,,30,3036,280,280
210,132.0,,210,1658,160,160
210,176.0,,210,1659,200,200
210,176.0,,210,1652,200,200
210,308.0,,210,1388,320,320
210,176.0,,210,1650,200,200
210,220.0,,210,1651,240,240
210,176.0,,210,1656,200,200
210,176.0,,210,1657,200,200
210,176.0,,210,1654,200,200
30,176.0,,30,1389,200,200
210,176.0,,210,586,200,200
210,176.0,,210,587,200,200
210,264.0,,210,584,280,280
210,308.0,,210,585,320,320
210,220.0,,210,582,240,240
210,176.0,,210,583,200,200
210,176.0,,210,580,200,200
210,176.0,,210,581,200,200
180,220.0,,180,1984,240,240
210,176.0,,210,588,200,200
210,132.0,,210,589,160,160
30,132.0,,30,3153,160,160
30,132.0,,30,3152,160,160
30,220.0,,30,3151,240,240
210,132.0,,210,1633,160,160
120,176.0,,120,3157,200,200
120,220.0,,120,3156,240,240
180,264.0,,180,2839,280,280
0,88.0,,0,2838,120,120
210,264.0,,210,2837,280,280
180,220.0,,180,1982,240,240
30,176.0,,30,2835,200,200
30,308.0,,30,2834,320,320
30,308.0,,30,2833,320,320
180,396.0,,180,2832,400,400
30,308.0,,30,2831,320,320
180,220.0,,180,1983,240,240
30,132.0,,30,1436,160,160
210,132.0,,210,1437,160,160
30,132.0,,30,1434,160,160
30,88.0,,30,1435,120,120
30,132.0,,30,1432,160,160
30,88.0,,30,1433,120,120
210,176.0,,210,1430,200,200
30,88.0,,30,1431,120,120
30,264.0,,30,3399,280,280
210,132.0,,210,1380,160,160
180,220.0,,180,1981,240,240
210,176.0,,210,1438,200,200
210,132.0,,210,1381,160,160
210,132.0,,210,1349,160,160
210,352.0,,210,1541,360,360
210,132.0,,210,1348,160,160
30,88.0,,30,459,120,120
90,132.0,,90,450,160,160
90,132.0,,90,451,160,160
90,132.0,,90,452,160,160
210,132.0,,210,1343,160,160
210,132.0,,210,1344,160,160
210,176.0,,210,1345,200,200
30,132.0,,30,456,160,160
120,132.0,,120,457,160,160
30,440.0,,30,3702,440,440
30,220.0,,30,3703,240,240
30,264.0,,30,3032,280,280
30,308.0,,30,3701,320,320
210,88.0,,210,3263,120,120
30,132.0,,30,3368,160,160
30,220.0,,30,3706,240,240
30,264.0,,30,3707,280,280
210,132.0,,210,656,160,160
210,132.0,,210,657,160,160
210,88.0,,210,654,120,120
210,176.0,,210,655,200,200
210,132.0,,210,652,160,160
210,88.0,,210,653,120,120
210,132.0,,210,650,160,160
210,132.0,,210,651,160,160
120,220.0,,120,3085,240,240
30,264.0,,30,3084,280,280
210,220.0,,210,1508,240,240
210,176.0,,210,1509,200,200
210,308.0,,210,3081,320,320
210,264.0,,210,3080,280,280
210,176.0,,210,658,200,200
210,176.0,,210,516,200,200
30,308.0,,30,3943,320,320
30,308.0,,30,3944,320,320
30,220.0,,30,3945,240,240
30,308.0,,30,3946,320,320
30,308.0,,30,3947,320,320
180,220.0,,180,1992,240,240
0,220.0,,0,3884,240,240
120,220.0,,120,3887,240,240
120,220.0,,120,3886,240,240
0,264.0,,0,3881,280,280
30,176.0,,30,2127,200,200
0,220.0,,0,3883,240,240
0,220.0,,0,3882,240,240
30,132.0,,30,2126,160,160
120,220.0,,120,3889,240,240
120,264.0,,120,3888,280,280
120,176.0,,120,2129,200,200
30,308.0,,30,2128,320,320
210,264.0,,210,2815,280,280
30,132.0,,30,2814,160,160
210,132.0,,210,4008,160,160
210,132.0,,210,4009,160,160
210,132.0,,210,1376,160,160
30,88.0,,30,4000,120,120
30,88.0,,30,4001,120,120
30,308.0,,30,4002,320,320
210,176.0,,210,4003,200,200
210,132.0,,210,4004,160,160
210,220.0,,210,4005,240,240
210,220.0,,210,4006,240,240
210,220.0,,210,4007,240,240
30,88.0,,30,322,120,120
30,88.0,,30,323,120,120
30,264.0,,30,320,280,280
30,88.0,,30,321,120,120
30,176.0,,30,326,200,200
